Country,Time,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Chile,April 2019,"1,275,656,456","1,075,955,308"
Chile,May 2019,"1,459,443,765","828,803,287"
Chile,June 2019,"1,216,751,622","756,878,490"
Chile,July 2019,"1,488,806,649","970,814,324"
Chile,August 2019,"1,289,433,406","772,476,696"
Chile,September 2019,"1,375,865,474","866,051,273"
Chile,October 2019,"1,342,084,122","765,495,751"
Chile,November 2019,"1,485,539,706","590,436,284"
Chile,December 2019,"1,324,094,433","838,246,649"
China,January 2016,"8,208,886,377","37,126,434,120"
China,February 2016,"8,080,515,063","36,066,892,525"
China,March 2016,"8,925,561,211","29,812,326,908"
China,April 2016,"8,679,668,476","32,920,204,539"
China,May 2016,"8,541,963,035","37,513,726,589"
China,June 2016,"8,845,557,796","38,539,190,214"
China,July 2016,"9,129,666,281","39,438,857,738"
China,August 2016,"9,372,919,258","43,221,774,205"
China,September 2016,"9,521,151,936","42,020,928,547"
China,October 2016,"12,600,004,710","43,798,098,424"
China,November 2016,"12,044,084,823","42,602,631,733"
China,December 2016,"11,644,805,511","39,358,926,061"
China,January 2017,"9,955,522,802","41,335,553,396"
China,February 2017,"9,739,814,915","32,784,957,412"
China,March 2017,"9,720,184,109","34,161,993,661"
China,April 2017,"9,806,476,826","37,441,870,879"
China,May 2017,"9,880,023,522","41,756,844,722"
China,June 2017,"9,718,210,931","42,258,078,621"
China,July 2017,"9,954,063,313","43,561,110,857"
China,August 2017,"10,825,460,770","45,782,311,949"
China,September 2017,"10,895,979,304","45,405,051,275"
China,October 2017,"12,963,222,187","48,133,149,629"
China,November 2017,"12,908,394,227","48,104,793,415"
China,December 2017,"13,629,874,337","44,439,382,241"
China,January 2018,"9,910,227,741","45,749,942,367"
China,February 2018,"9,741,752,846","39,003,603,360"
China,March 2018,"12,653,174,318","38,295,105,288"
China,April 2018,"10,510,478,379","38,269,375,930"
China,May 2018,"10,396,624,247","43,938,652,758"
China,June 2018,"10,858,294,665","44,571,234,982"
China,July 2018,"10,156,527,887","47,087,587,600"
China,August 2018,"9,280,892,425","47,817,451,399"
China,September 2018,"9,732,404,733","49,988,069,149"
China,October 2018,"9,187,533,643","52,170,086,089"
China,November 2018,"8,650,888,998","46,445,692,055"
China,December 2018,"9,210,487,995","45,906,338,454"
China,January 2019,"7,105,125,159","41,514,449,304"
China,February 2019,"8,083,304,442","33,154,912,095"
China,March 2019,"10,574,937,623","31,175,576,988"
China,April 2019,"7,883,015,916","34,682,652,223"
China,May 2019,"9,069,418,815","39,173,360,876"
China,June 2019,"9,166,696,315","38,967,641,814"
China,July 2019,"8,694,298,164","41,449,210,496"
China,August 2019,"9,415,647,335","41,151,143,674"
China,September 2019,"8,597,272,439","40,165,462,896"
China,October 2019,"8,851,210,888","40,114,878,589"
China,November 2019,"10,103,334,138","36,436,606,987"
China,December 2019,"8,902,989,856","33,665,542,171"
Christmas Island,January 2016,"11,627","192,151"
Christmas Island,February 2016,"63,419","224,028"
Christmas Island,March 2016,"172,437","62,072"
Christmas Island,April 2016,"378,177","105,196"
Christmas Island,May 2016,"109,053","225,762"
Christmas Island,June 2016,"213,987","67,260"
Christmas Island,July 2016,"106,909","227,589"
Christmas Island,August 2016,0,"70,898"
Christmas Island,September 2016,"12,552","136,152"
Christmas Island,October 2016,"4,170","154,076"
Christmas Island,November 2016,"50,717","76,350"
Christmas Island,December 2016,"20,356","64,605"
Christmas Island,January 2017,"67,220","327,050"
Christmas Island,February 2017,0,"7,436"
Christmas Island,March 2017,"21,028","99,596"
Christmas Island,April 2017,"11,379","8,064"
Christmas Island,May 2017,"14,404","217,057"
Christmas Island,June 2017,"59,949",115
Christmas Island,July 2017,0,"163,551"
Christmas Island,August 2017,"47,066","24,858"
Christmas Island,September 2017,"13,510","91,128"
Christmas Island,October 2017,"21,004","29,608"
Christmas Island,November 2017,"221,135","42,172"
Christmas Island,December 2017,0,"290,447"
Christmas Island,January 2018,"3,777","36,438"
Christmas Island,February 2018,"12,151","61,733"
Christmas Island,March 2018,"384,983","62,872"
Christmas Island,April 2018,"43,388","1,607"
Christmas Island,May 2018,"74,173","92,540"
Christmas Island,June 2018,"8,068","440,701"
Christmas Island,July 2018,0,"3,036"
Christmas Island,August 2018,"11,649","17,673"
Christmas Island,September 2018,"140,808","14,303"
Christmas Island,October 2018,"10,496","52,600"
Christmas Island,November 2018,"77,596","21,975"
Christmas Island,December 2018,"10,577","110,433"
Christmas Island,January 2019,"94,403","71,186"
Christmas Island,February 2019,"16,407","25,772"
Christmas Island,March 2019,"271,063","3,389"
Christmas Island,April 2019,"101,521","19,703"
Christmas Island,May 2019,"6,018","11,893"
Christmas Island,June 2019,"188,607","117,586"
Christmas Island,July 2019,"158,383","115,314"
Christmas Island,August 2019,"49,239","75,367"
Christmas Island,September 2019,"133,114","5,170"
Christmas Island,October 2019,"253,921","2,057"
Christmas Island,November 2019,"112,979","32,351"
Christmas Island,December 2019,"210,778","3,774"
Cocos (Keeling) Islands,January 2016,"71,165","724,090"
Cocos (Keeling) Islands,February 2016,"39,392","458,387"
Cocos (Keeling) Islands,March 2016,"4,130","79,735"
Cocos (Keeling) Islands,April 2016,"82,898","3,440"
Cocos (Keeling) Islands,May 2016,"11,110","16,873"
Cocos (Keeling) Islands,June 2016,"13,872","223,084"
Cocos (Keeling) Islands,July 2016,"348,814","52,220"
Cocos (Keeling) Islands,August 2016,"43,474","34,150"
Cocos (Keeling) Islands,September 2016,0,"88,280"
Cocos (Keeling) Islands,October 2016,"14,716","54,446"
Cocos (Keeling) Islands,November 2016,"32,981","136,997"
Cocos (Keeling) Islands,December 2016,"116,914","235,706"
Cocos (Keeling) Islands,January 2017,"26,650","284,609"
Cocos (Keeling) Islands,February 2017,"26,389","100,914"
Cocos (Keeling) Islands,March 2017,"138,990","229,357"
Cocos (Keeling) Islands,April 2017,"21,029","36,046"
Cocos (Keeling) Islands,May 2017,"46,799","17,130"
Cocos (Keeling) Islands,June 2017,"3,661","152,024"
Cocos (Keeling) Islands,July 2017,"28,172","42,236"
Cocos (Keeling) Islands,August 2017,"79,564","138,800"
Cocos (Keeling) Islands,September 2017,0,"71,999"
Cocos (Keeling) Islands,October 2017,"40,516","40,968"
Cocos (Keeling) Islands,November 2017,"3,698","83,476"
Cocos (Keeling) Islands,December 2017,"36,611","8,510"
Cocos (Keeling) Islands,January 2018,"8,929","124,974"
Cocos (Keeling) Islands,February 2018,0,"62,033"
Cocos (Keeling) Islands,March 2018,"9,585","419,952"
Cocos (Keeling) Islands,April 2018,"59,416","151,489"
Cocos (Keeling) Islands,May 2018,"26,573","645,914"
Cocos (Keeling) Islands,June 2018,"7,014","153,057"
Cocos (Keeling) Islands,July 2018,0,"1,478"
Cocos (Keeling) Islands,August 2018,"6,146","329,390"
Cocos (Keeling) Islands,September 2018,0,"155,667"
Cocos (Keeling) Islands,October 2018,"223,120","313,212"
Cocos (Keeling) Islands,November 2018,0,"231,355"
Cocos (Keeling) Islands,December 2018,"4,186","284,621"
Cocos (Keeling) Islands,January 2019,"9,153","47,373"
Cocos (Keeling) Islands,February 2019,0,"5,353"
Cocos (Keeling) Islands,March 2019,"14,053","741,519"
Cocos (Keeling) Islands,April 2019,0,"921,510"
Cocos (Keeling) Islands,May 2019,"6,418",730
Cocos (Keeling) Islands,June 2019,0,"13,262"
Cocos (Keeling) Islands,July 2019,"4,556","75,909"
Cocos (Keeling) Islands,August 2019,0,261
Cocos (Keeling) Islands,September 2019,"12,648","368,276"
Cocos (Keeling) Islands,October 2019,"8,262","189,511"
Cocos (Keeling) Islands,November 2019,0,"126,780"
Cocos (Keeling) Islands,December 2019,"28,143","90,073"
Colombia,January 2016,"999,620,866","907,691,841"
Colombia,February 2016,"1,042,754,192","1,035,550,307"
Colombia,March 2016,"1,067,625,909","1,044,826,999"
Colombia,April 2016,"1,160,142,377","1,080,389,290"
Colombia,May 2016,"989,642,798","1,083,833,417"
Colombia,June 2016,"981,402,684","1,427,851,550"
Colombia,July 2016,"1,039,673,427","1,210,629,879"
Colombia,August 2016,"1,200,464,514","1,358,951,641"
Colombia,September 2016,"1,223,163,258","1,228,593,134"
Colombia,October 2016,"1,117,928,727","1,107,634,901"
Colombia,November 2016,"1,092,509,020","1,024,279,694"
Colombia,December 2016,"1,132,358,307","1,287,993,317"
Colombia,January 2017,"1,208,227,383","1,035,139,367"
Colombia,February 2017,"999,948,245","1,210,665,074"
Colombia,March 2017,"1,614,579,414","1,177,984,024"
Colombia,April 2017,"1,003,723,539","1,102,798,894"
Colombia,May 2017,"1,123,778,014","1,290,539,476"
Colombia,June 2017,"988,207,249","1,066,914,366"
Colombia,July 2017,"993,666,044","1,101,809,706"
Colombia,August 2017,"1,052,446,071","1,239,935,850"
Colombia,September 2017,"997,479,556","1,019,371,139"
Colombia,October 2017,"1,195,664,973","974,658,405"
Colombia,November 2017,"1,163,380,867","1,220,978,861"
Colombia,December 2017,"1,032,817,109","1,111,365,296"
Colombia,January 2018,"1,057,515,085","1,508,372,205"
Colombia,February 2018,"922,121,440","1,221,685,066"
Colombia,March 2018,"1,228,677,054","1,198,176,874"
Colombia,April 2018,"1,311,328,406","993,496,483"
Colombia,May 2018,"1,326,528,556","1,373,739,240"
Colombia,June 2018,"1,174,104,109","884,823,836"
Colombia,July 2018,"1,273,902,495","1,138,752,541"
Colombia,August 2018,"1,293,460,638","1,193,109,750"
Colombia,September 2018,"1,236,753,813","933,675,974"
Colombia,October 2018,"1,557,751,021","1,079,209,982"
Colombia,November 2018,"1,412,767,067","1,015,064,884"
Colombia,December 2018,"1,318,966,468","1,212,518,271"
Colombia,January 2019,"1,282,876,489","1,224,035,805"
Colombia,February 2019,"1,047,240,763","1,167,592,427"
Colombia,March 2019,"1,363,221,509","1,148,281,366"
Colombia,April 2019,"1,270,854,052","1,557,937,966"
Colombia,May 2019,"1,296,314,455","1,352,971,840"
Colombia,June 2019,"1,227,879,438","1,278,474,944"
Colombia,July 2019,"1,131,032,405","1,300,481,338"
Colombia,August 2019,"1,148,708,508","1,089,403,780"
Colombia,September 2019,"1,128,423,912","966,291,185"
Colombia,October 2019,"1,254,613,776","1,082,654,625"
Colombia,November 2019,"1,344,377,925","899,251,799"
Colombia,December 2019,"1,250,933,359","1,098,874,712"
Comoros,January 2016,"40,977","45,825"
Comoros,February 2016,"65,484","2,058,614"
Comoros,March 2016,"78,076","1,485"
Comoros,April 2016,"29,673","17,470"
Comoros,May 2016,"109,076","18,439"
Comoros,June 2016,"197,076","29,590"
Comoros,July 2016,"127,691","21,199"
Comoros,August 2016,"191,392","97,666"
Comoros,September 2016,"6,407","189,882"
Comoros,October 2016,"2,601","96,938"
Comoros,November 2016,"376,749","82,027"
Comoros,December 2016,"124,690","5,812"
Comoros,January 2017,"241,963","104,264"
Comoros,February 2017,0,"175,809"
Comoros,March 2017,"5,200","91,108"
Comoros,April 2017,"20,945","133,458"
Comoros,May 2017,"561,324","98,379"
Comoros,June 2017,"32,096","4,214,805"
Comoros,July 2017,"39,668","1,119"
Comoros,August 2017,"24,693","4,292"
Comoros,September 2017,"64,209",158
Comoros,October 2017,"112,272","100,784"
Comoros,November 2017,"212,473","1,103"
Comoros,December 2017,"60,254","145,824"
Comoros,January 2018,"20,317","1,295,577"
Comoros,February 2018,"138,319","89,896"
Comoros,March 2018,"112,930","198,229"
Comoros,April 2018,"7,828",49
Comoros,May 2018,"27,659","823,431"
Comoros,June 2018,"14,129","269,601"
Comoros,July 2018,"173,746","119,223"
Comoros,August 2018,"2,000,000","17,337"
Comoros,September 2018,0,"5,256"
Comoros,October 2018,"46,418","1,526"
Comoros,November 2018,"170,836","143,638"
Comoros,December 2018,"65,443","19,941"
Comoros,January 2019,"109,969","308,118"
Comoros,February 2019,"251,691","111,731"
Comoros,March 2019,"55,232","28,075"
Comoros,April 2019,"487,083","660,553"
Comoros,May 2019,"135,937","634,892"
Comoros,June 2019,"26,752","9,098"
Comoros,July 2019,"84,682","25,133"
Comoros,August 2019,"32,440","27,838"
Comoros,September 2019,"33,649","38,195"
Comoros,October 2019,"101,829","21,697"
Comoros,November 2019,"111,267","194,950"
Comoros,December 2019,"82,458","3,754"
Congo (Brazzaville),January 2016,"6,171,674","9,051,742"
Congo (Brazzaville),February 2016,"7,124,930","3,367,953"
Congo (Brazzaville),March 2016,"7,252,285","2,067,099"
Congo (Brazzaville),April 2016,"9,146,478","1,546,616"
Congo (Brazzaville),May 2016,"24,681,377","13,796,792"
Congo (Brazzaville),June 2016,"14,941,838","23,674,297"
Congo (Brazzaville),July 2016,"12,757,520","5,709,086"
Congo (Brazzaville),August 2016,"10,599,792","54,238,873"
Congo (Brazzaville),September 2016,"12,135,825","3,750,283"
Congo (Brazzaville),October 2016,"11,305,752","9,587,412"
Congo (Brazzaville),November 2016,"7,231,205","3,515,803"
Congo (Brazzaville),December 2016,"7,538,495","1,775,367"
Congo (Brazzaville),January 2017,"8,346,456","1,365,977"
Congo (Brazzaville),February 2017,"6,960,408","1,875,813"
Congo (Brazzaville),March 2017,"24,850,416","2,047,457"
Congo (Brazzaville),April 2017,"8,361,130","3,978,794"
Congo (Brazzaville),May 2017,"7,059,367","1,144,879"
Congo (Brazzaville),June 2017,"12,073,121","2,050,268"
Congo (Brazzaville),July 2017,"7,931,869","1,129,518"
Congo (Brazzaville),August 2017,"6,890,095","64,217,504"
Congo (Brazzaville),September 2017,"9,076,365","2,859,361"
Congo (Brazzaville),October 2017,"13,429,449","4,510,376"
Congo (Brazzaville),November 2017,"6,716,318","30,775,781"
Congo (Brazzaville),December 2017,"5,650,219","12,315,789"
Congo (Brazzaville),January 2018,"3,741,649","7,400,182"
Congo (Brazzaville),February 2018,"5,964,434","66,333,898"
Congo (Brazzaville),March 2018,"9,841,384","7,177,159"
Congo (Brazzaville),April 2018,"11,448,575","26,705,589"
Congo (Brazzaville),May 2018,"6,207,859","52,258,582"
Congo (Brazzaville),June 2018,"12,137,959","41,177,094"
Congo (Brazzaville),July 2018,"5,493,378","98,255,568"
Congo (Brazzaville),August 2018,"7,511,815","86,686,802"
Congo (Brazzaville),September 2018,"10,591,155","17,531,141"
Congo (Brazzaville),October 2018,"13,122,051","1,319,446"
Congo (Brazzaville),November 2018,"8,850,370","19,091,816"
Congo (Brazzaville),December 2018,"5,503,323","8,784,375"
Congo (Brazzaville),January 2019,"5,880,018","73,143,463"
Congo (Brazzaville),February 2019,"6,614,941","12,373,843"
Congo (Brazzaville),March 2019,"7,452,248","122,412,458"
Congo (Brazzaville),April 2019,"8,873,615","2,234,021"
Congo (Brazzaville),May 2019,"12,079,325","193,226,599"
Congo (Brazzaville),June 2019,"8,971,657","65,136,021"
Congo (Brazzaville),July 2019,"11,953,462","76,228,250"
Congo (Brazzaville),August 2019,"7,829,292","1,579,667"
Congo (Brazzaville),September 2019,"11,702,486","1,838,299"
Congo (Brazzaville),October 2019,"10,938,973","1,763,851"
Congo (Brazzaville),November 2019,"7,206,366","12,147,764"
Congo (Brazzaville),December 2019,"6,306,165","707,815"
Congo (Kinshasa),January 2016,"4,208,338","1,791,469"
Congo (Kinshasa),February 2016,"5,603,825","13,797,549"
Congo (Kinshasa),March 2016,"7,475,478","4,352,730"
Congo (Kinshasa),April 2016,"4,575,865","21,829,965"
Congo (Kinshasa),May 2016,"5,250,847","6,325,674"
Congo (Kinshasa),June 2016,"5,450,675","6,718,302"
Congo (Kinshasa),July 2016,"7,077,455","13,095,003"
Congo (Kinshasa),August 2016,"4,397,878","37,566,655"
Congo (Kinshasa),September 2016,"4,287,327","4,697,643"
Congo (Kinshasa),October 2016,"6,743,011","24,321,786"
Congo (Kinshasa),November 2016,"8,556,152","9,509,980"
Congo (Kinshasa),December 2016,"19,127,561","29,718,494"
Congo (Kinshasa),January 2017,"8,376,065","12,062,299"
Congo (Kinshasa),February 2017,"2,519,916","1,470,433"
Congo (Kinshasa),March 2017,"6,250,540","7,783,051"
Congo (Kinshasa),April 2017,"4,739,814","4,556,130"
Congo (Kinshasa),May 2017,"12,849,275","7,939,246"
Congo (Kinshasa),June 2017,"6,487,851","9,191,328"
Congo (Kinshasa),July 2017,"3,534,113","12,910,307"
Congo (Kinshasa),August 2017,"2,913,206","8,276,252"
Congo (Kinshasa),September 2017,"3,243,897","9,662,033"
Congo (Kinshasa),October 2017,"9,693,071","3,096,291"
Congo (Kinshasa),November 2017,"11,838,940","6,111,759"
Congo (Kinshasa),December 2017,"3,814,311","1,768,932"
Congo (Kinshasa),January 2018,"4,106,280","9,419,799"
Congo (Kinshasa),February 2018,"3,667,516","11,977,280"
Congo (Kinshasa),March 2018,"5,377,643","2,065,643"
Congo (Kinshasa),April 2018,"4,221,613","3,244,199"
Congo (Kinshasa),May 2018,"4,620,212","3,049,510"
Congo (Kinshasa),June 2018,"8,508,051","3,344,045"
Congo (Kinshasa),July 2018,"6,231,012","3,350,076"
Congo (Kinshasa),August 2018,"8,126,301","1,333,995"
Congo (Kinshasa),September 2018,"6,801,313","5,343,817"
Congo (Kinshasa),October 2018,"9,591,644","4,239,692"
Congo (Kinshasa),November 2018,"5,947,866","1,391,131"
Congo (Kinshasa),December 2018,"10,802,867","838,837"
Congo (Kinshasa),January 2019,"8,372,852","1,262,819"
Congo (Kinshasa),February 2019,"13,572,787","523,965"
Congo (Kinshasa),March 2019,"18,635,333","576,858"
Congo (Kinshasa),April 2019,"13,021,298","3,773,615"
Congo (Kinshasa),May 2019,"16,184,162","2,048,181"
