Commodity,Country,Month,Year,Quarter,Time,Balance ($US),Total Exports Value ($US),Customs Import Value (Gen) ($US)
930 Used Or Second-hand Merchandise,World Total,March,2008,Q1,March 2008,,,
930 Used Or Second-hand Merchandise,World Total,April,2008,Q2,April 2008,,,
930 Used Or Second-hand Merchandise,World Total,May,2008,Q2,May 2008,,,
930 Used Or Second-hand Merchandise,World Total,June,2008,Q2,June 2008,,,
930 Used Or Second-hand Merchandise,World Total,July,2008,Q3,July 2008,,,
930 Used Or Second-hand Merchandise,World Total,August,2008,Q3,August 2008,,,
930 Used Or Second-hand Merchandise,World Total,September,2008,Q3,September 2008,,,
930 Used Or Second-hand Merchandise,World Total,October,2008,Q4,October 2008,,,
930 Used Or Second-hand Merchandise,World Total,November,2008,Q4,November 2008,,,
930 Used Or Second-hand Merchandise,World Total,December,2008,Q4,December 2008,,,
930 Used Or Second-hand Merchandise,World Total,January,2009,Q1,January 2009,,,
930 Used Or Second-hand Merchandise,World Total,February,2009,Q1,February 2009,,,
930 Used Or Second-hand Merchandise,World Total,March,2009,Q1,March 2009,,,
930 Used Or Second-hand Merchandise,World Total,April,2009,Q2,April 2009,,,
930 Used Or Second-hand Merchandise,World Total,May,2009,Q2,May 2009,,,
930 Used Or Second-hand Merchandise,World Total,June,2009,Q2,June 2009,,,
930 Used Or Second-hand Merchandise,World Total,July,2009,Q3,July 2009,,,
930 Used Or Second-hand Merchandise,World Total,August,2009,Q3,August 2009,,,
930 Used Or Second-hand Merchandise,World Total,September,2009,Q3,September 2009,,,
930 Used Or Second-hand Merchandise,World Total,October,2009,Q4,October 2009,,,
930 Used Or Second-hand Merchandise,World Total,November,2009,Q4,November 2009,,,
930 Used Or Second-hand Merchandise,World Total,December,2009,Q4,December 2009,,,
930 Used Or Second-hand Merchandise,World Total,January,2010,Q1,January 2010,,,
930 Used Or Second-hand Merchandise,World Total,February,2010,Q1,February 2010,,,
930 Used Or Second-hand Merchandise,World Total,March,2010,Q1,March 2010,,,
930 Used Or Second-hand Merchandise,World Total,April,2010,Q2,April 2010,,,
930 Used Or Second-hand Merchandise,World Total,May,2010,Q2,May 2010,,,
930 Used Or Second-hand Merchandise,World Total,June,2010,Q2,June 2010,,,
930 Used Or Second-hand Merchandise,World Total,July,2010,Q3,July 2010,,,
930 Used Or Second-hand Merchandise,World Total,August,2010,Q3,August 2010,,,
930 Used Or Second-hand Merchandise,World Total,September,2010,Q3,September 2010,,,
930 Used Or Second-hand Merchandise,World Total,October,2010,Q4,October 2010,,,
930 Used Or Second-hand Merchandise,World Total,November,2010,Q4,November 2010,,,
930 Used Or Second-hand Merchandise,World Total,December,2010,Q4,December 2010,,,
930 Used Or Second-hand Merchandise,World Total,January,2011,Q1,January 2011,,,
930 Used Or Second-hand Merchandise,World Total,February,2011,Q1,February 2011,,,
930 Used Or Second-hand Merchandise,World Total,March,2011,Q1,March 2011,,,
930 Used Or Second-hand Merchandise,World Total,April,2011,Q2,April 2011,,,
930 Used Or Second-hand Merchandise,World Total,May,2011,Q2,May 2011,,,
930 Used Or Second-hand Merchandise,World Total,June,2011,Q2,June 2011,,,
930 Used Or Second-hand Merchandise,World Total,July,2011,Q3,July 2011,,,
930 Used Or Second-hand Merchandise,World Total,August,2011,Q3,August 2011,,,
930 Used Or Second-hand Merchandise,World Total,September,2011,Q3,September 2011,,,
930 Used Or Second-hand Merchandise,World Total,October,2011,Q4,October 2011,,,
930 Used Or Second-hand Merchandise,World Total,November,2011,Q4,November 2011,,,
930 Used Or Second-hand Merchandise,World Total,December,2011,Q4,December 2011,,,
930 Used Or Second-hand Merchandise,World Total,January,2012,Q1,January 2012,1018663422,1633310653,614647231
930 Used Or Second-hand Merchandise,World Total,February,2012,Q1,February 2012,1012017966,1637128705,625110739
930 Used Or Second-hand Merchandise,World Total,March,2012,Q1,March 2012,1076306339,1778962963,702656624
930 Used Or Second-hand Merchandise,World Total,April,2012,Q2,April 2012,716172764,1669834052,953661288
930 Used Or Second-hand Merchandise,World Total,May,2012,Q2,May 2012,1498857575,2001792944,502935369
930 Used Or Second-hand Merchandise,World Total,June,2012,Q2,June 2012,1295054487,1795654237,500599750
930 Used Or Second-hand Merchandise,World Total,July,2012,Q3,July 2012,735133285,1271728804,536595519
930 Used Or Second-hand Merchandise,World Total,August,2012,Q3,August 2012,505669886,1268329887,762660001
930 Used Or Second-hand Merchandise,World Total,September,2012,Q3,September 2012,594406265,1337773269,743367004
930 Used Or Second-hand Merchandise,World Total,October,2012,Q4,October 2012,854990134,1635024638,780034504
930 Used Or Second-hand Merchandise,World Total,November,2012,Q4,November 2012,304039927,1573307365,1269267438
930 Used Or Second-hand Merchandise,World Total,December,2012,Q4,December 2012,982520273,1503941741,521421468
930 Used Or Second-hand Merchandise,World Total,January,2013,Q1,January 2013,866129857,1469913926,603784069
930 Used Or Second-hand Merchandise,World Total,February,2013,Q1,February 2013,989933745,1582983456,593049711
930 Used Or Second-hand Merchandise,World Total,March,2013,Q1,March 2013,975542480,1603819614,628277134
930 Used Or Second-hand Merchandise,World Total,April,2013,Q2,April 2013,771849250,1710847303,938998053
930 Used Or Second-hand Merchandise,World Total,May,2013,Q2,May 2013,1224005352,1858399980,634394628
930 Used Or Second-hand Merchandise,World Total,June,2013,Q2,June 2013,1591494764,2015703932,424209168
930 Used Or Second-hand Merchandise,World Total,July,2013,Q3,July 2013,289729137,1220256714,930527577
930 Used Or Second-hand Merchandise,World Total,August,2013,Q3,August 2013,418957340,1252899270,833941930
930 Used Or Second-hand Merchandise,World Total,September,2013,Q3,September 2013,406415095,1346873284,940458189
930 Used Or Second-hand Merchandise,World Total,October,2013,Q4,October 2013,551187754,1920675475,1369487721
930 Used Or Second-hand Merchandise,World Total,November,2013,Q4,November 2013,433774633,1524212674,1090438041
930 Used Or Second-hand Merchandise,World Total,December,2013,Q4,December 2013,710297691,1563778334,853480643
930 Used Or Second-hand Merchandise,World Total,January,2014,Q1,January 2014,721580974,1688119763,966538789
930 Used Or Second-hand Merchandise,World Total,February,2014,Q1,February 2014,919138565,1665247560,746108995
930 Used Or Second-hand Merchandise,World Total,March,2014,Q1,March 2014,907416948,1802762524,895345576
930 Used Or Second-hand Merchandise,World Total,April,2014,Q2,April 2014,696694807,1790618234,1093923427
930 Used Or Second-hand Merchandise,World Total,May,2014,Q2,May 2014,1136648579,2005906533,869257954
930 Used Or Second-hand Merchandise,World Total,June,2014,Q2,June 2014,1690368659,2178666442,488297783
930 Used Or Second-hand Merchandise,World Total,July,2014,Q3,July 2014,646281154,1481356731,835075577
930 Used Or Second-hand Merchandise,World Total,August,2014,Q3,August 2014,844294080,1493163902,648869822
930 Used Or Second-hand Merchandise,World Total,September,2014,Q3,September 2014,799933632,1507813214,707879582
930 Used Or Second-hand Merchandise,World Total,October,2014,Q4,October 2014,545166273,1752265063,1207098790
930 Used Or Second-hand Merchandise,World Total,November,2014,Q4,November 2014,532600312,1543948023,1011347711
930 Used Or Second-hand Merchandise,World Total,December,2014,Q4,December 2014,893784998,1670604775,776819777
930 Used Or Second-hand Merchandise,World Total,January,2015,Q1,January 2015,335271828,1344600052,1009328224
930 Used Or Second-hand Merchandise,World Total,February,2015,Q1,February 2015,737419961,1698570558,961150597
930 Used Or Second-hand Merchandise,World Total,March,2015,Q1,March 2015,482855061,1490462149,1007607088
930 Used Or Second-hand Merchandise,World Total,April,2015,Q2,April 2015,-479983379,1299472724,1779456103
930 Used Or Second-hand Merchandise,World Total,May,2015,Q2,May 2015,1235161576,2007101765,771940189
930 Used Or Second-hand Merchandise,World Total,June,2015,Q2,June 2015,1593621198,2349141316,755520118
930 Used Or Second-hand Merchandise,World Total,July,2015,Q3,July 2015,244057218,1293779023,1049721805
930 Used Or Second-hand Merchandise,World Total,August,2015,Q3,August 2015,273990505,1058135482,784144977
930 Used Or Second-hand Merchandise,World Total,September,2015,Q3,September 2015,818914838,1607310617,788395779
930 Used Or Second-hand Merchandise,World Total,October,2015,Q4,October 2015,-256318799,1495583315,1751902114
930 Used Or Second-hand Merchandise,World Total,November,2015,Q4,November 2015,-476391688,1258330736,1734722424
930 Used Or Second-hand Merchandise,World Total,December,2015,Q4,December 2015,1133897571,1901121593,767224022
930 Used Or Second-hand Merchandise,World Total,January,2016,Q1,January 2016,369090399,1198210279,829119880
930 Used Or Second-hand Merchandise,World Total,February,2016,Q1,February 2016,594408911,1442964603,848555692
930 Used Or Second-hand Merchandise,World Total,March,2016,Q1,March 2016,453354900,1444940378,991585478
930 Used Or Second-hand Merchandise,World Total,April,2016,Q2,April 2016,-155699076,1191626806,1347325882
930 Used Or Second-hand Merchandise,World Total,May,2016,Q2,May 2016,1121362738,1885459622,764096884
930 Used Or Second-hand Merchandise,World Total,June,2016,Q2,June 2016,1671421895,2323093500,651671605
930 Used Or Second-hand Merchandise,World Total,July,2016,Q3,July 2016,477168751,1244470906,767302155
930 Used Or Second-hand Merchandise,World Total,August,2016,Q3,August 2016,476907021,1096243388,619336367
930 Used Or Second-hand Merchandise,World Total,September,2016,Q3,September 2016,883120019,2057327193,1174207174
930 Used Or Second-hand Merchandise,World Total,October,2016,Q4,October 2016,-279029251,1463787825,1742817076
930 Used Or Second-hand Merchandise,World Total,November,2016,Q4,November 2016,348895180,1310636038,961740858
930 Used Or Second-hand Merchandise,World Total,December,2016,Q4,December 2016,704990105,1474907651,769917546
930 Used Or Second-hand Merchandise,World Total,January,2017,Q1,January 2017,570948389,1627603700,1056655311
930 Used Or Second-hand Merchandise,World Total,February,2017,Q1,February 2017,780123675,1504766554,724642879
930 Used Or Second-hand Merchandise,World Total,March,2017,Q1,March 2017,986777628,1816284622,829506994
930 Used Or Second-hand Merchandise,World Total,April,2017,Q2,April 2017,-464857658,1301794584,1766652242
930 Used Or Second-hand Merchandise,World Total,May,2017,Q2,May 2017,1073472024,1716224567,642752543
930 Used Or Second-hand Merchandise,World Total,June,2017,Q2,June 2017,1381288628,1979645212,598356584
930 Used Or Second-hand Merchandise,World Total,July,2017,Q3,July 2017,447315551,1291781273,844465722
930 Used Or Second-hand Merchandise,World Total,August,2017,Q3,August 2017,430203326,1238435962,808232636
930 Used Or Second-hand Merchandise,World Total,September,2017,Q3,September 2017,1581616398,2254160863,672544465
930 Used Or Second-hand Merchandise,World Total,October,2017,Q4,October 2017,95045649,1539064815,1444019166
930 Used Or Second-hand Merchandise,World Total,November,2017,Q4,November 2017,-80214294,1595163155,1675377449
930 Used Or Second-hand Merchandise,World Total,December,2017,Q4,December 2017,910796735,1565722720,654925985
930 Used Or Second-hand Merchandise,World Total,January,2018,Q1,January 2018,1012250666,1891012829,878762163
930 Used Or Second-hand Merchandise,World Total,February,2018,Q1,February 2018,1281036430,2130846023,849809593
930 Used Or Second-hand Merchandise,World Total,March,2018,Q1,March 2018,1245798517,2127945750,882147233
930 Used Or Second-hand Merchandise,World Total,April,2018,Q2,April 2018,-239594824,1658548625,1898143449
930 Used Or Second-hand Merchandise,World Total,May,2018,Q2,May 2018,1522035287,2347079216,825043929
930 Used Or Second-hand Merchandise,World Total,June,2018,Q2,June 2018,1948240566,2596040767,647800201
930 Used Or Second-hand Merchandise,World Total,July,2018,Q3,July 2018,201584021,1285166756,1083582735
930 Used Or Second-hand Merchandise,World Total,August,2018,Q3,August 2018,582696189,1506972161,924275972
930 Used Or Second-hand Merchandise,World Total,September,2018,Q3,September 2018,1297731942,2318487795,1020755853
930 Used Or Second-hand Merchandise,World Total,October,2018,Q4,October 2018,-73391236,2004996758,2078387994
930 Used Or Second-hand Merchandise,World Total,November,2018,Q4,November 2018,371709124,1755514299,1383805175
930 Used Or Second-hand Merchandise,World Total,December,2018,Q4,December 2018,814862258,1516294256,701431998
930 Used Or Second-hand Merchandise,World Total,January,2019,Q1,January 2019,717686513,1691409979,973723466
930 Used Or Second-hand Merchandise,World Total,February,2019,Q1,February 2019,846134932,1956568921,1110433989
930 Used Or Second-hand Merchandise,World Total,March,2019,Q1,March 2019,1326024720,2081121986,755097266
930 Used Or Second-hand Merchandise,World Total,April,2019,Q2,April 2019,35460765,1632642268,1597181503
930 Used Or Second-hand Merchandise,World Total,May,2019,Q2,May 2019,1445780133,2239300814,793520681
930 Used Or Second-hand Merchandise,World Total,June,2019,Q2,June 2019,1423705764,2282280575,858574811
930 Used Or Second-hand Merchandise,World Total,July,2019,Q3,July 2019,442721228,1459369324,1016648096
930 Used Or Second-hand Merchandise,World Total,August,2019,Q3,August 2019,351418365,1416021220,1064602855
930 Used Or Second-hand Merchandise,World Total,September,2019,Q3,September 2019,1146530209,2039518657,892988448
930 Used Or Second-hand Merchandise,World Total,October,2019,Q4,October 2019,-544451510,1775466512,2319918022
930 Used Or Second-hand Merchandise,World Total,November,2019,Q4,November 2019,308169568,1490543690,1182374122
930 Used Or Second-hand Merchandise,World Total,December,2019,Q4,December 2019,1339616050,1897625951,558009901
930 Used Or Second-hand Merchandise,World Total,January,2020,Q1,January 2020,1136574790,1873537872,736963082
930 Used Or Second-hand Merchandise,World Total,February,2020,Q1,February 2020,1024856046,1752416904,727560858
930 Used Or Second-hand Merchandise,World Total,March,2020,Q1,March 2020,984095366,1468074594,483979228
930 Used Or Second-hand Merchandise,World Total,April,2020,Q2,April 2020,446967963,569955218,122987255
930 Used Or Second-hand Merchandise,World Total,May,2020,Q2,May 2020,526781886,751491639,224709753
980 Goods Returned (exports For Canada Only),World Total,January,2002,Q1,January 2002,-2769331068,110703578,2880034646
980 Goods Returned (exports For Canada Only),World Total,February,2002,Q1,February 2002,-2451348719,129448288,2580797007
980 Goods Returned (exports For Canada Only),World Total,March,2002,Q1,March 2002,-3027908831,113316676,3141225507
980 Goods Returned (exports For Canada Only),World Total,April,2002,Q2,April 2002,-2866661801,122753547,2989415348
980 Goods Returned (exports For Canada Only),World Total,May,2002,Q2,May 2002,-2810227360,121633470,2931860830
980 Goods Returned (exports For Canada Only),World Total,June,2002,Q2,June 2002,-2587351763,106779498,2694131261
980 Goods Returned (exports For Canada Only),World Total,July,2002,Q3,July 2002,-2812898741,98297981,2911196722
980 Goods Returned (exports For Canada Only),World Total,August,2002,Q3,August 2002,-2742600853,116834092,2859434945
980 Goods Returned (exports For Canada Only),World Total,September,2002,Q3,September 2002,-2667897124,104767246,2772664370
980 Goods Returned (exports For Canada Only),World Total,October,2002,Q4,October 2002,-2962681213,126331512,3089012725
980 Goods Returned (exports For Canada Only),World Total,November,2002,Q4,November 2002,-2732490585,111839951,2844330536
980 Goods Returned (exports For Canada Only),World Total,December,2002,Q4,December 2002,-2781395410,87039069,2868434479
980 Goods Returned (exports For Canada Only),World Total,January,2003,Q1,January 2003,-2506835908,93821673,2600657581
980 Goods Returned (exports For Canada Only),World Total,February,2003,Q1,February 2003,-2309861299,100690041,2410551340
980 Goods Returned (exports For Canada Only),World Total,March,2003,Q1,March 2003,-2761859873,95148993,2857008866
980 Goods Returned (exports For Canada Only),World Total,April,2003,Q2,April 2003,-2626572492,91098117,2717670609
980 Goods Returned (exports For Canada Only),World Total,May,2003,Q2,May 2003,-2573850215,100754528,2674604743
980 Goods Returned (exports For Canada Only),World Total,June,2003,Q2,June 2003,-2752588033,97451274,2850039307
980 Goods Returned (exports For Canada Only),World Total,July,2003,Q3,July 2003,-2817182253,88069614,2905251867
980 Goods Returned (exports For Canada Only),World Total,August,2003,Q3,August 2003,-2315627059,93876570,2409503629
980 Goods Returned (exports For Canada Only),World Total,September,2003,Q3,September 2003,-2604725593,92285539,2697011132
980 Goods Returned (exports For Canada Only),World Total,October,2003,Q4,October 2003,-2925551591,98635492,3024187083
980 Goods Returned (exports For Canada Only),World Total,November,2003,Q4,November 2003,-2643212631,86279575,2729492206
980 Goods Returned (exports For Canada Only),World Total,December,2003,Q4,December 2003,-2770625472,81923571,2852549043
980 Goods Returned (exports For Canada Only),World Total,January,2004,Q1,January 2004,-2488824091,76998254,2565822345
980 Goods Returned (exports For Canada Only),World Total,February,2004,Q1,February 2004,-2465626122,78502423,2544128545
980 Goods Returned (exports For Canada Only),World Total,March,2004,Q1,March 2004,-2843244568,94432286,2937676854
980 Goods Returned (exports For Canada Only),World Total,April,2004,Q2,April 2004,-2756120660,90988783,2847109443
980 Goods Returned (exports For Canada Only),World Total,May,2004,Q2,May 2004,-2575337307,113195138,2688532445
980 Goods Returned (exports For Canada Only),World Total,June,2004,Q2,June 2004,-2726474590,104459459,2830934049
980 Goods Returned (exports For Canada Only),World Total,July,2004,Q3,July 2004,-2615515545,77679159,2693194704
980 Goods Returned (exports For Canada Only),World Total,August,2004,Q3,August 2004,-2585508377,86571952,2672080329
980 Goods Returned (exports For Canada Only),World Total,September,2004,Q3,September 2004,-2561815576,58744583,2620560159
980 Goods Returned (exports For Canada Only),World Total,October,2004,Q4,October 2004,-2760684426,20493208,2781177634
980 Goods Returned (exports For Canada Only),World Total,November,2004,Q4,November 2004,-2718210123,23356365,2741566488
980 Goods Returned (exports For Canada Only),World Total,December,2004,Q4,December 2004,-2804242748,15607549,2819850297
980 Goods Returned (exports For Canada Only),World Total,January,2005,Q1,January 2005,-2657143143,13867709,2671010852
980 Goods Returned (exports For Canada Only),World Total,February,2005,Q1,February 2005,-2533798771,19109144,2552907915
980 Goods Returned (exports For Canada Only),World Total,March,2005,Q1,March 2005,-3038386170,16065600,3054451770
980 Goods Returned (exports For Canada Only),World Total,April,2005,Q2,April 2005,-3136584187,17019079,3153603266
980 Goods Returned (exports For Canada Only),World Total,May,2005,Q2,May 2005,-3005942273,18599098,3024541371
980 Goods Returned (exports For Canada Only),World Total,June,2005,Q2,June 2005,-3074355602,17084997,3091440599
980 Goods Returned (exports For Canada Only),World Total,July,2005,Q3,July 2005,-2879280689,14789447,2894070136
980 Goods Returned (exports For Canada Only),World Total,August,2005,Q3,August 2005,-2898240063,29546094,2927786157
980 Goods Returned (exports For Canada Only),World Total,September,2005,Q3,September 2005,-3129929418,28482243,3158411661
980 Goods Returned (exports For Canada Only),World Total,October,2005,Q4,October 2005,-3171258039,18370818,3189628857
980 Goods Returned (exports For Canada Only),World Total,November,2005,Q4,November 2005,-3135613448,18250253,3153863701
980 Goods Returned (exports For Canada Only),World Total,December,2005,Q4,December 2005,-2865605552,17939830,2883545382
980 Goods Returned (exports For Canada Only),World Total,January,2006,Q1,January 2006,-2997576113,13166777,3010742890
980 Goods Returned (exports For Canada Only),World Total,February,2006,Q1,February 2006,-2604141841,19067267,2623209108
980 Goods Returned (exports For Canada Only),World Total,March,2006,Q1,March 2006,-3335898426,14330527,3350228953
980 Goods Returned (exports For Canada Only),World Total,April,2006,Q2,April 2006,-2861248169,12820343,2874068512
980 Goods Returned (exports For Canada Only),World Total,May,2006,Q2,May 2006,-3026182401,13856127,3040038528
980 Goods Returned (exports For Canada Only),World Total,June,2006,Q2,June 2006,-3150269794,18208663,3168478457
980 Goods Returned (exports For Canada Only),World Total,July,2006,Q3,July 2006,-2979199723,17862275,2997061998
980 Goods Returned (exports For Canada Only),World Total,August,2006,Q3,August 2006,-3083313326,18764504,3102077830
980 Goods Returned (exports For Canada Only),World Total,September,2006,Q3,September 2006,-3012648956,20743192,3033392148
980 Goods Returned (exports For Canada Only),World Total,October,2006,Q4,October 2006,-3508207935,21690665,3529898600
980 Goods Returned (exports For Canada Only),World Total,November,2006,Q4,November 2006,-3318107074,19895866,3338002940
980 Goods Returned (exports For Canada Only),World Total,December,2006,Q4,December 2006,-3123548096,14134401,3137682497
980 Goods Returned (exports For Canada Only),World Total,January,2007,Q1,January 2007,-3051395563,16038060,3067433623
980 Goods Returned (exports For Canada Only),World Total,February,2007,Q1,February 2007,-2884293473,12194239,2896487712
980 Goods Returned (exports For Canada Only),World Total,March,2007,Q1,March 2007,-3357034378,14491638,3371526016
980 Goods Returned (exports For Canada Only),World Total,April,2007,Q2,April 2007,-2969011569,13983142,2982994711
980 Goods Returned (exports For Canada Only),World Total,May,2007,Q2,May 2007,-3238758116,16420327,3255178443
980 Goods Returned (exports For Canada Only),World Total,June,2007,Q2,June 2007,-3007617430,13698119,3021315549
980 Goods Returned (exports For Canada Only),World Total,July,2007,Q3,July 2007,-3150527261,10715589,3161242850
980 Goods Returned (exports For Canada Only),World Total,August,2007,Q3,August 2007,-3209225813,24509663,3233735476
980 Goods Returned (exports For Canada Only),World Total,September,2007,Q3,September 2007,-3082278141,29367514,3111645655
980 Goods Returned (exports For Canada Only),World Total,October,2007,Q4,October 2007,-3484446043,47986867,3532432910
980 Goods Returned (exports For Canada Only),World Total,November,2007,Q4,November 2007,-3603900094,37478275,3641378369
980 Goods Returned (exports For Canada Only),World Total,December,2007,Q4,December 2007,-2960053838,39342376,2999396214
980 Goods Returned (exports For Canada Only),World Total,January,2008,Q1,January 2008,-3217353569,33310713,3250664282
980 Goods Returned (exports For Canada Only),World Total,February,2008,Q1,February 2008,-2842790523,45314289,2888104812
980 Goods Returned (exports For Canada Only),World Total,March,2008,Q1,March 2008,-3270199974,50500529,3320700503
980 Goods Returned (exports For Canada Only),World Total,April,2008,Q2,April 2008,-3464727292,57613265,3522340557
980 Goods Returned (exports For Canada Only),World Total,May,2008,Q2,May 2008,-3136160033,130652824,3266812857
980 Goods Returned (exports For Canada Only),World Total,June,2008,Q2,June 2008,-3201102332,53157806,3254260138
980 Goods Returned (exports For Canada Only),World Total,July,2008,Q3,July 2008,-3762371677,40261140,3802632817
980 Goods Returned (exports For Canada Only),World Total,August,2008,Q3,August 2008,-3012507779,53328431,3065836210
980 Goods Returned (exports For Canada Only),World Total,September,2008,Q3,September 2008,-3363247587,44009891,3407257478
980 Goods Returned (exports For Canada Only),World Total,October,2008,Q4,October 2008,-3557011794,35070680,3592082474
980 Goods Returned (exports For Canada Only),World Total,November,2008,Q4,November 2008,-3300189446,39688996,3339878442
980 Goods Returned (exports For Canada Only),World Total,December,2008,Q4,December 2008,-3155829303,40122136,3195951439
980 Goods Returned (exports For Canada Only),World Total,January,2009,Q1,January 2009,-2876842634,22585612,2899428246
980 Goods Returned (exports For Canada Only),World Total,February,2009,Q1,February 2009,-3105954462,29219150,3135173612
980 Goods Returned (exports For Canada Only),World Total,March,2009,Q1,March 2009,-3203587162,17080505,3220667667
980 Goods Returned (exports For Canada Only),World Total,April,2009,Q2,April 2009,-2999717114,13878574,3013595688
980 Goods Returned (exports For Canada Only),World Total,May,2009,Q2,May 2009,-2875713364,13251554,2888964918
980 Goods Returned (exports For Canada Only),World Total,June,2009,Q2,June 2009,-3028778645,14649438,3043428083
980 Goods Returned (exports For Canada Only),World Total,July,2009,Q3,July 2009,-3564979298,12952894,3577932192
980 Goods Returned (exports For Canada Only),World Total,August,2009,Q3,August 2009,-2719049373,18874021,2737923394
980 Goods Returned (exports For Canada Only),World Total,September,2009,Q3,September 2009,-3363600984,13747786,3377348770
980 Goods Returned (exports For Canada Only),World Total,October,2009,Q4,October 2009,-3185623452,15220671,3200844123
980 Goods Returned (exports For Canada Only),World Total,November,2009,Q4,November 2009,-2946935646,17126244,2964061890
980 Goods Returned (exports For Canada Only),World Total,December,2009,Q4,December 2009,-2914650754,11873496,2926524250
980 Goods Returned (exports For Canada Only),World Total,January,2010,Q1,January 2010,-3290850837,12506728,3303357565
980 Goods Returned (exports For Canada Only),World Total,February,2010,Q1,February 2010,-3295439808,18359763,3313799571
980 Goods Returned (exports For Canada Only),World Total,March,2010,Q1,March 2010,-3629046191,11969123,3641015314
980 Goods Returned (exports For Canada Only),World Total,April,2010,Q2,April 2010,-2962083998,13839844,2975923842
980 Goods Returned (exports For Canada Only),World Total,May,2010,Q2,May 2010,-2882818248,11817866,2894636114
980 Goods Returned (exports For Canada Only),World Total,June,2010,Q2,June 2010,-3397744143,10799023,3408543166
980 Goods Returned (exports For Canada Only),World Total,July,2010,Q3,July 2010,-3356419707,14713447,3371133154
980 Goods Returned (exports For Canada Only),World Total,August,2010,Q3,August 2010,-3322592876,14770606,3337363482
980 Goods Returned (exports For Canada Only),World Total,September,2010,Q3,September 2010,-3556162386,13478863,3569641249
980 Goods Returned (exports For Canada Only),World Total,October,2010,Q4,October 2010,-3783789031,27070323,3810859354
980 Goods Returned (exports For Canada Only),World Total,November,2010,Q4,November 2010,-3379028073,10612767,3389640840
980 Goods Returned (exports For Canada Only),World Total,December,2010,Q4,December 2010,-3885331936,9874900,3895206836
980 Goods Returned (exports For Canada Only),World Total,January,2011,Q1,January 2011,-3165151200,11558574,3176709774
980 Goods Returned (exports For Canada Only),World Total,February,2011,Q1,February 2011,-3142021994,10177541,3152199535
980 Goods Returned (exports For Canada Only),World Total,March,2011,Q1,March 2011,-3723415062,13391750,3736806812
980 Goods Returned (exports For Canada Only),World Total,April,2011,Q2,April 2011,-3754479942,9583739,3764063681
980 Goods Returned (exports For Canada Only),World Total,May,2011,Q2,May 2011,-3685370616,8485900,3693856516
980 Goods Returned (exports For Canada Only),World Total,June,2011,Q2,June 2011,-4175231358,12545235,4187776593
980 Goods Returned (exports For Canada Only),World Total,July,2011,Q3,July 2011,-3307574881,25720301,3333295182
980 Goods Returned (exports For Canada Only),World Total,August,2011,Q3,August 2011,-3812066098,31193405,3843259503
980 Goods Returned (exports For Canada Only),World Total,September,2011,Q3,September 2011,-3905787494,16847874,3922635368
980 Goods Returned (exports For Canada Only),World Total,October,2011,Q4,October 2011,-3730017671,26577214,3756594885
980 Goods Returned (exports For Canada Only),World Total,November,2011,Q4,November 2011,-3927247718,11826154,3939073872
980 Goods Returned (exports For Canada Only),World Total,December,2011,Q4,December 2011,-4130195988,10715665,4140911653
980 Goods Returned (exports For Canada Only),World Total,January,2012,Q1,January 2012,-4081723942,8425850,4090149792
980 Goods Returned (exports For Canada Only),World Total,February,2012,Q1,February 2012,-3858219074,11135414,3869354488
980 Goods Returned (exports For Canada Only),World Total,March,2012,Q1,March 2012,-4795382081,16525481,4811907562
980 Goods Returned (exports For Canada Only),World Total,April,2012,Q2,April 2012,-4159296163,16729204,4176025367
980 Goods Returned (exports For Canada Only),World Total,May,2012,Q2,May 2012,-4242562674,35028945,4277591619
980 Goods Returned (exports For Canada Only),World Total,June,2012,Q2,June 2012,-4593329875,27435574,4620765449
980 Goods Returned (exports For Canada Only),World Total,July,2012,Q3,July 2012,-4171521777,10498053,4182019830
980 Goods Returned (exports For Canada Only),World Total,August,2012,Q3,August 2012,-4172826557,11706331,4184532888
980 Goods Returned (exports For Canada Only),World Total,September,2012,Q3,September 2012,-4589207281,8507602,4597714883
980 Goods Returned (exports For Canada Only),World Total,October,2012,Q4,October 2012,-4640936800,8608593,4649545393
980 Goods Returned (exports For Canada Only),World Total,November,2012,Q4,November 2012,-4501124497,10686390,4511810887
980 Goods Returned (exports For Canada Only),World Total,December,2012,Q4,December 2012,-3997307080,8956916,4006263996
980 Goods Returned (exports For Canada Only),World Total,January,2013,Q1,January 2013,-4464786157,9890183,4474676340
980 Goods Returned (exports For Canada Only),World Total,February,2013,Q1,February 2013,-3815930528,9642907,3825573435
980 Goods Returned (exports For Canada Only),World Total,March,2013,Q1,March 2013,-5093236255,10458614,5103694869
980 Goods Returned (exports For Canada Only),World Total,April,2013,Q2,April 2013,-4996592692,8384325,5004977017
980 Goods Returned (exports For Canada Only),World Total,May,2013,Q2,May 2013,-5512595003,10756943,5523351946
980 Goods Returned (exports For Canada Only),World Total,June,2013,Q2,June 2013,-4566959361,6899547,4573858908
980 Goods Returned (exports For Canada Only),World Total,July,2013,Q3,July 2013,-4658410499,9157329,4667567828
980 Goods Returned (exports For Canada Only),World Total,August,2013,Q3,August 2013,-4308518066,11173321,4319691387
980 Goods Returned (exports For Canada Only),World Total,September,2013,Q3,September 2013,-4633688774,9299055,4642987829
980 Goods Returned (exports For Canada Only),World Total,October,2013,Q4,October 2013,-4918382903,9827385,4928210288
